"src;dst;time"
"3606;752;281997"
"275894;157329;281997"
"334930;677;281998"
"329351;21280;281998"
"446478;140961;281998"
"81189;20022;281998"
"6565;6300;281998"
"126681;88;281998"
"278300;278299;281998"
"211761;14615;281998"
"80920;349;281999"
"204307;187844;281999"
"384842;2634;281999"
"453677;2387;281999"
"291170;88;281999"
"63327;12662;281999"
"433074;5464;281999"
"163125;252833;282000"
"290990;1503;282000"
"43936;19913;282000"
"329383;1988;282000"
"257094;13813;282000"
"15922;89784;282000"
"278439;6663;282000"
"52291;99691;282000"
"142247;157974;282000"
"266791;1553;282000"
"54060;53331;282000"
"32397;677;282000"
"247359;68285;282000"
"344976;18536;282001"
"400509;31836;282001"
"210434;11053;282001"
"126580;8942;282001"
"402131;80068;282001"
"152224;3998;282001"
"109578;5137;282001"
"212400;88983;282001"
"50910;677;282001"
"56030;14075;282001"
"153938;5193;282001"
"39885;92274;282001"
"43157;11714;282001"
"34557;115818;282001"
"99564;1276;282002"
"360671;58574;282002"
"69127;30218;282002"
"81978;4344;282002"
"353055;138;282002"
"151625;301;282002"
"168986;14682;282002"
"179065;93474;282002"
"68463;49033;282002"
"208465;2165;282002"
"142018;752;282002"
"89789;408;282002"
"84663;3726;282002"
"421271;301;282002"
"221491;1276;282002"
"168979;19913;282003"
"21984;1988;282003"
"104049;88;282003"
"213178;216064;282004"
"120685;26186;282004"
"21048;20973;282004"
"221795;4368;282004"
"291949;16142;282004"
"188116;188115;282004"
"154937;596;282005"
"179076;60021;282005"
"81405;38804;282005"
"209586;19913;282005"
"30400;485;282005"
"31391;1503;282005"
"435291;120347;282006"
"374600;349;282006"
"80920;50733;282006"
"354607;88;282006"
"194071;10896;282006"
"66242;41869;282006"
"428121;677;282006"
"450511;239782;282006"
"187562;752;282006"
"235501;53331;282007"
"35445;32972;282007"
"134674;134663;282007"
"436702;980;282007"
"440241;16783;282008"
"152113;7566;282008"
"15351;8135;282008"
"33986;1988;282008"
"171734;677;282008"
"282325;43901;282008"
"240806;1988;282008"
"246895;26352;282008"
"34933;16527;282009"
"113121;88;282009"
"180044;677;282009"
"10850;348830;282009"
"104057;59915;282009"
"20961;37532;282009"
"66994;8135;282009"
"28596;31650;282009"
"50270;14588;282010"
"299201;3571;282010"
"61561;35109;282010"
"105143;9021;282010"
"343103;26153;282010"
"105158;113099;282010"
"233212;3419;282010"
"7651;8135;282010"
"301202;65301;282010"
"341407;4214;282011"
"342698;76165;282011"
"95702;8942;282011"
"225627;677;282011"
"137353;88;282011"
"808;3977;282011"
"185604;638;282011"
"344530;26186;282011"
"65547;37561;282011"
"441781;7533;282012"
"273374;19150;282012"
"84020;13416;282012"
"106615;15039;282012"
"312554;205;282012"
"55416;20023;282012"
"428121;677;282012"
"343238;16188;282012"
"115422;14454;282012"
"358957;230370;282013"
"3560;88;282013"
"178466;71249;282013"
"31935;27738;282013"
"180044;677;282014"
"444799;29420;282014"
"60146;16527;282014"
"90405;33781;282014"
"58024;103178;282014"
"15762;8135;282014"
"234534;1503;282014"
"63473;64541;282014"
"242410;483;282014"
"180890;8942;282014"
"54996;96963;282014"
"69896;16129;282014"
"62070;88;282015"
"303438;57868;282015"
"64987;30218;282015"
"344827;52920;282015"
"226469;367654;282015"
"237110;1343;282015"
"316278;357737;282015"
"272536;57543;282015"
"62231;205974;282015"
"208243;57543;282015"
"13757;3571;282015"
"126993;32324;282015"
"257446;67950;282015"
"41393;677;282015"
"440100;1988;282016"
"159493;5226;282016"
"109777;88;282016"
"349547;14075;282017"
"48304;35843;282017"
"94704;1988;282017"
"297002;206753;282017"
"54060;21695;282017"
"164123;294925;282018"
"303611;187844;282018"
"236994;13795;282018"
"249692;335;282018"
"375900;16783;282018"
"55166;3977;282018"
"2178;89805;282018"
"217458;1988;282019"
"201907;88;282019"
"10240;8942;282019"
"59448;8133;282019"
"104880;125715;282019"
"366193;89294;282019"
"404839;95871;282019"
"4649;11714;282019"
"103163;88;282020"
"269619;43544;282020"
"29021;13798;282020"
"251100;7533;282020"
"141172;349;282020"
"322576;14615;282021"
"98204;88;282021"
"232004;7533;282021"
"233115;4200;282021"
"354607;14454;282021"
"213065;677;282021"
"163554;88;282022"
"248536;7533;282022"
"145851;55763;282022"
"393746;47490;282022"
"72854;14571;282022"
"152526;1988;282022"
"451908;677;282022"
"235477;19913;282022"
"182158;58210;282022"
"154025;57543;282022"
"94654;1988;282022"
"36854;5226;282022"
"138080;29233;282023"
"882;408;282023"
"416467;7533;282023"
"321361;88;282023"
"157119;89802;282023"
"72764;19913;282023"
"439183;88;282023"
"104044;677;282024"
"10896;3571;282024"
"8629;8942;282024"
"449253;301;282024"
"17237;93139;282024"
"418570;3571;282024"
"217827;677;282024"
"410910;3571;282024"
"14545;58044;282025"
"247398;20624;282025"
"46442;12018;282025"
"298459;16783;282025"
"121614;1988;282025"
"354157;1373;282025"
"41123;3571;282025"
"249636;5226;282025"
"231061;1988;282025"
"93670;122030;282026"
"332909;36558;282026"
"361609;88;282026"
"77744;116499;282026"
"124378;158358;282026"
"107138;10708;282027"
"323993;677;282027"
"30400;25540;282027"
"395579;46669;282027"
"85337;57362;282027"
"71336;88;282027"
"222742;24082;282027"
"102042;88;282027"
"147089;26986;282027"
"425199;88;282027"
"96067;86465;282028"
"386326;301;282028"
"218581;27738;282028"
"64613;2175;282028"
"91586;1343;282028"
"187351;11432;282028"
"411735;6948;282028"
"48688;8135;282028"
"150890;11991;282028"
"349547;108036;282029"
"429400;677;282029"
"318237;52813;282029"
"69127;14577;282030"
"63290;52469;282030"
"35960;1988;282030"
"206371;8942;282030"
"34;88;282030"
"65547;4893;282030"
"247447;88;282030"
"186217;1343;282030"
"21984;1988;282031"
"75798;3998;282031"
"130098;44183;282031"
"328253;7533;282031"
"321021;2662;282032"
"76204;8135;282032"
"247440;138;282032"
"133133;1988;282032"
"1276;21280;282032"
"304606;1276;282033"
"45337;677;282033"
"174919;46906;282033"
"99799;9799;282033"
"7020;110903;282033"
"319806;14584;282033"
"20730;21280;282033"
"63454;52469;282033"
"142140;37796;282033"
"96415;7533;282033"
"95431;47824;282033"
"401296;857;282034"
"342698;149408;282034"
"316637;10005;282034"
"115422;3571;282034"
"139451;42182;282034"
"343271;138;282035"
"418129;7533;282035"
"42906;349;282035"
"150768;37796;282035"
"133864;12662;282035"
"60166;21041;282035"
"196838;14454;282035"
"266194;88;282035"
"1276;21280;282035"
"373419;14682;282035"
"261369;26186;282036"
"15704;8135;282036"
"10643;8135;282036"
"42592;50733;282036"
"75640;16801;282037"
"352404;239782;282037"
"35713;58991;282037"
"298149;408;282037"
"128088;14075;282037"
"157238;3571;282037"
"173049;11714;282037"
"91904;41603;282037"
"14625;22634;282038"
"227237;389;282038"
"55843;30122;282038"
"297524;57543;282038"
"139783;35843;282038"
"130098;1276;282038"
"343668;2662;282039"
"70633;1988;282039"
"112031;1276;282039"
"218854;4368;282039"
"202253;35843;282039"
"115612;26186;282040"
"271664;88;282040"
"12058;11053;282040"
"402752;677;282040"
"290184;14454;282040"
"137876;11496;282040"
"195548;1503;282040"
"190632;11872;282040"
"58081;7533;282040"
"14803;35843;282040"
"331884;65301;282041"
"194708;857;282041"
"149493;58092;282041"
"42303;49351;282041"
"90578;57105;282041"
"75798;110903;282041"
"125868;105413;282041"
"64911;110903;282041"
"130980;116323;282042"
"115057;42643;282042"
"22680;126459;282042"
"83287;109977;282042"
"178747;27738;282042"
"28544;22084;282042"
"143826;35843;282043"
"162069;54667;282043"
"367035;8942;282043"
"404533;12510;282043"
"44278;349;282043"
"315899;88;282044"
"28124;37486;282044"
"221865;90405;282044"
"141016;419;282044"
"451908;1503;282044"
"92138;42172;282044"
"246821;5137;282044"
"333520;37532;282045"
"244307;206;282045"
"48297;89784;282045"
"359599;11714;282045"
"156075;1988;282045"
"239347;88;282045"
"66829;88;282046"
"5302;175710;282046"
"342291;14572;282046"
"274259;58024;282046"
"88670;10916;282046"
"1013;3571;282046"
"170718;349;282046"
"226872;88;282046"
"6723;5137;282046"
"121538;38622;282046"
"209276;88;282046"
"48006;1988;282046"
"377367;134837;282046"
"436569;88;282047"
"395114;43517;282047"
"127140;57543;282047"
"176906;7533;282047"
"171698;62072;282047"
"427237;335;282047"
"8510;8135;282047"
"430742;88;282047"
"71112;16708;282047"
"185145;8835;282047"
"204135;8135;282047"
"130098;349;282047"
"440640;157724;282048"
"370227;88;282048"
"110292;7533;282048"
"388889;71275;282048"
"31022;19913;282048"
"12909;150323;282048"
"4317;41278;282048"
"147252;19913;282048"
"410085;7533;282049"
"339819;182906;282049"
"148579;88;282049"
"57105;14588;282049"
"180080;99839;282049"
"133220;3571;282049"
"319379;1298;282050"
"212170;68285;282050"
"45417;82268;282050"
"209385;857;282050"
"47822;27738;282050"
"6881;7763;282050"
"394487;7533;282050"
"363340;49408;282050"
"265624;239782;282051"
"329835;8756;282051"
"60146;47824;282051"
"191756;57105;282051"
"91986;5335;282051"
"121614;1988;282051"
"53965;5226;282051"
"132227;2567;282051"
"120571;16801;282051"
"108134;799;282051"
"425199;408;282051"
"20646;20667;282051"
"196658;857;282052"
"204668;1988;282052"
"212671;6752;282052"
"186600;88;282052"
"410103;1988;282052"
"214836;56316;282052"
"78744;133976;282052"
"39885;42172;282052"
"99051;2567;282053"
"71229;54319;282053"
"110467;112405;282053"
"379247;26186;282053"
"76336;88;282053"
"112946;330;282053"
"267905;50733;282053"
"320032;88;282053"
"184761;37532;282053"
"192624;26186;282053"
"157655;88;282053"
"369619;980;282053"
"12881;857;282053"
"319379;1298;282054"
"432424;8942;282054"
"158955;1988;282054"
"308140;677;282054"
"102373;47824;282054"
"13565;677;282054"
"123769;14571;282054"
"123050;52469;282054"
"207170;96067;282054"
"115103;88;282054"
"10179;80920;282054"
"164123;42172;282055"
"437072;89784;282055"
"95702;891;282055"
"23204;21695;282055"
"221079;88;282055"
"327857;1988;282055"
"133044;891;282055"
"84361;19913;282055"
"180734;68285;282056"
"156694;857;282056"
"355034;19159;282056"
"47456;11346;282056"
"105843;349;282056"
"158796;5123;282056"
"141691;36686;282056"
"397402;386943;282056"
"452630;200057;282056"
"106942;88;282056"
"25358;194720;282056"
"234055;88;282056"
"423163;103447;282056"
"253942;1548;282057"
"359534;7533;282057"
"108134;677;282057"
"452573;78645;282057"
"325617;88;282057"
"205923;677;282058"
"246744;247440;282058"
"130814;2567;282058"
"315277;66597;282058"
"150955;88;282058"
"402783;13813;282058"
"31433;10707;282058"
"344530;14075;282058"
"391507;3726;282058"
"26153;88;282059"
"107565;74836;282059"
"1908;349;282059"
"345629;88;282059"
"272995;138086;282059"
"11035;349;282059"
"133133;1276;282059"
"99564;1276;282060"
"94270;857;282060"
"97171;138;282060"
"294898;88;282060"
"84361;19913;282060"
"25146;3629;282061"
"119334;14682;282061"
"224293;9968;282061"
"182493;2567;282061"
"230279;88;282061"
"184761;37532;282061"
"282217;206;282061"
"67778;57543;282061"
"157655;16701;282061"
"6714;9234;282061"
"360526;677;282061"
"64911;13813;282061"
"180734;1988;282062"
"218776;4368;282062"
"32296;1503;282062"
"140747;90574;282062"
"360297;58991;282062"
"213065;677;282062"
"180080;14454;282062"
"131173;8135;282062"
"395663;41796;282062"
"273952;26186;282063"
"194708;11946;282063"
"440355;7533;282063"
"59251;33485;282063"
"197589;3289;282063"
"5611;857;282063"
"453650;1503;282063"
"59862;28730;282063"
"319519;14454;282064"
"294583;31650;282064"
"319925;21280;282064"
"300860;301;282064"
"23677;2567;282064"
"100067;81038;282064"
"308502;12510;282064"
"357448;48652;282064"
"330210;14572;282064"
"362844;88;282064"
"319918;20246;282064"
"162429;1988;282064"
"398288;15798;282064"
"105968;64541;282064"
"392142;7533;282064"
"108134;1988;282064"
"141442;79423;282064"
"380993;88;282064"
"36854;857;282064"
"287046;26153;282065"
"60765;11714;282065"
"345629;19913;282065"
"60562;677;282065"
"122556;41796;282065"
"336235;857;282065"
"187966;2567;282066"
"440759;88;282066"
"32868;3571;282066"
"2716;857;282066"
"142103;20359;282066"
"442359;5521;282066"
"73994;677;282066"
"90752;23019;282067"
"215531;88;282067"
"48188;120682;282067"
"118274;27483;282067"
"27205;857;282067"
"135170;11053;282067"
"128702;24972;282067"
"243904;239782;282068"
"197347;13416;282068"
"144026;92274;282068"
"69891;37532;282068"
"52908;90083;282068"
"138461;67353;282068"
"108134;1988;282068"
"423163;19604;282068"
"221491;1276;282068"
"266625;159353;282069"
"82847;857;282069"
"383843;349;282069"
"240210;138;282069"
"184761;37532;282069"
"165102;8463;282069"
"1165;88;282069"
"319519;27738;282070"
"316689;26186;282070"
"227665;13416;282070"
"53508;88;282070"
"392036;281547;282070"
"104586;2179;282070"
"380993;21280;282070"
"37777;4344;282070"
"304100;28174;282070"
"194888;65301;282071"
"249831;5335;282071"
"453432;73505;282071"
"302797;42172;282072"
"67324;24898;282072"
"247514;88;282072"
"25271;105413;282072"
"202077;88;282072"
"278811;22634;282072"
"88769;182413;282072"
"240806;677;282072"
"363342;49408;282072"
"35713;7533;282073"
"25886;41278;282073"
"34395;8135;282073"
"84163;88;282073"
"76806;11714;282073"
"419819;1503;282073"
"28458;88;282074"
"69127;32972;282074"
"424049;88;282074"
"335263;88;282074"
"49850;13416;282074"
"40169;677;282074"
"106942;88;282074"
"77472;27738;282074"
"4182;5226;282074"
"27247;1988;282074"
"75299;11714;282074"
"155287;330;282074"
"126993;88;282074"
"59897;35352;282075"
"144119;88;282075"
"45257;408;282075"
"54983;180135;282076"
"131527;349;282076"
"87346;76716;282076"
"254724;206;282076"
"118339;22955;282076"
"527;14454;282076"
"372929;857;282076"
"96067;207170;282077"
"33833;88;282077"
"81472;26152;282077"
"43722;88;282077"
"433227;77;282077"
"32388;4368;282078"
"50910;4365;282078"
"161248;62072;282078"
"333520;37532;282078"
"107320;88;282078"
"402783;13813;282078"
"22239;11187;282078"
"227246;2567;282078"
"421934;1553;282078"
"29502;87129;282079"
"184519;1276;282079"
"28633;11872;282079"
"249550;57543;282079"
"123555;4893;282080"
"373263;37502;282080"
"369763;16783;282080"
"311988;8942;282080"
"208740;11714;282080"
"85813;857;282080"
"393927;677;282080"
"375129;14584;282080"
"41025;100576;282080"
"288297;20973;282080"
"52197;35843;282081"
"302797;88;282081"
"330866;37486;282081"
"275129;3726;282081"
"181422;14454;282081"
"198870;198871;282081"
"361490;88;282081"
"128401;70040;282082"
"316355;16783;282082"
"406620;7533;282082"
"1705;752;282082"
"327857;88;282082"
"153100;88;282082"
"48206;3419;282082"
"164750;3726;282083"
"260127;1503;282083"
"391585;50266;282083"
"121572;14454;282084"
"363413;4535;282084"
"68285;21280;282084"
"228925;8942;282084"
"206323;88;282084"
"292450;3571;282084"
"202152;21280;282084"
"84219;88;282084"
"333600;19913;282085"
"17332;11267;282085"
"161830;88;282085"
"393927;677;282085"
"210596;4368;282085"
"131116;22634;282085"
"344976;8942;282086"
"328822;37532;282086"
"152658;21280;282086"
"117424;58210;282086"
"41655;92274;282086"
"391245;88;282086"
"249636;677;282086"
"67837;13416;282086"
"325463;8942;282086"
"50405;50942;282086"
"240806;1988;282086"
"206295;857;282087"
"342163;1988;282087"
"187856;21280;282087"
"60146;9021;282087"
"343103;3998;282087"
"392706;16358;282087"
"345071;857;282087"
"16630;14454;282087"
"219976;57543;282087"
"321578;4194;282087"
"330302;159463;282087"
"444770;19913;282088"
"331830;33301;282088"
"266155;7533;282088"
"34218;34236;282088"
"199851;60021;282088"
"300150;857;282088"
"371000;32204;282088"
"389880;12510;282088"
"65547;26186;282088"
"216403;13416;282088"
"88699;301;282088"
"35566;21280;282088"
"448400;47881;282089"
"50728;28730;282089"
"185715;679;282089"
"8317;3571;282089"
"44005;37532;282089"
"256371;14577;282089"
"181850;857;282089"
"42180;42179;282089"
"91842;11053;282089"
"325536;65552;282089"
"300507;88;282089"
"130098;150955;282089"
"344449;52474;282090"
"86523;13105;282090"
"217945;19913;282090"
"193186;2179;282090"
"15488;5226;282090"
"408971;19913;282090"
"142403;677;282090"
"133864;8942;282090"
"102394;55965;282090"
"128188;30035;282090"
"87474;14454;282090"
"230516;4535;282091"
"388598;7533;282091"
"437309;11546;282091"
"140190;3998;282091"
"440707;71311;282091"
"179065;13416;282091"
"51249;51231;282091"
"221612;20276;282092"
"156734;22334;282092"
"45417;14682;282092"
"133899;4200;282092"
"58596;88;282092"
"206570;65301;282092"
"18084;1503;282093"
"85337;1988;282093"
"209585;4460;282093"
"98352;88;282093"
"22557;75407;282094"
"354428;88;282094"
"114619;857;282094"
"405187;37532;282094"
"173925;1503;282094"
"49086;88;282095"
"327857;677;282095"
"28322;18745;282095"
"75407;857;282095"
"205613;7533;282095"
"111330;42643;282095"
"377633;88;282095"
"149825;3571;282095"
"359826;88;282095"
"86296;13416;282096"
"63360;9226;282096"
"428090;164663;282096"
"163806;677;282096"
"348984;33301;282096"
"179742;92894;282096"
"193045;677;282096"
"53967;110903;282096"
"257490;857;282096"
"39626;857;282096"
"402927;7533;282096"
"318148;408;282096"
"146400;89784;282097"
"132351;93651;282097"
"434265;49577;282097"
"43575;206;282097"
"61684;857;282097"
"193054;88;282098"
"292450;50733;282098"
"108134;677;282098"
"69123;349;282098"
"199486;7533;282099"
"81707;50733;282099"
"233212;131386;282099"
"246847;7533;282099"
"445146;56753;282100"
"9784;19234;282100"
"23204;24996;282100"
"19285;3571;282100"
"158796;88;282100"
"20919;57279;282100"
"310723;33301;282100"
"337877;677;282101"
"191512;2567;282101"
"103348;88;282101"
"66032;3571;282101"
"111995;62072;282102"
"66216;11714;282102"
"187856;21280;282102"
"283164;4893;282102"
"148987;20385;282102"
"444887;23931;282102"
"277766;14454;282103"
"60835;42643;282103"
"95188;8135;282103"
"163806;88;282103"
"65547;65301;282103"
"42947;88;282103"
"2280;349;282103"
"129098;65301;282103"
"277250;19913;282104"
"387384;35367;282104"
"18520;3808;282104"
"415742;1503;282104"
"23282;485;282104"
"207660;677;282105"
"36527;14454;282105"
"51620;82392;282105"
"325779;7533;282105"
"27734;159353;282105"
"315764;16783;282105"
"42180;42179;282105"
"135819;122143;282106"
"344976;2634;282106"
"22470;4509;282106"
"95986;42172;282106"
"194587;94908;282106"
"266200;88;282106"
"252214;3726;282106"
"131555;5137;282106"
"151715;677;282107"
"29502;87129;282107"
"288365;301;282107"
"357940;3419;282107"
"4283;497;282107"
"35851;14075;282107"
"32270;3571;282107"
"334572;12662;282108"
"306024;88;282108"
"40886;857;282108"
"170015;1542;282108"
"39626;11053;282108"
"39885;67382;282108"
"61695;24995;282108"
"73994;1503;282108"
"40037;88;282109"
"310165;244041;282109"
"122799;349;282109"
"184755;14454;282109"
"213654;88;282109"
"115604;16537;282110"
"102474;65301;282110"
"75798;88;282110"
"217002;50733;282110"
"59998;37532;282110"
"316592;13416;282110"
"22703;116304;282110"
"74375;88;282110"
"210401;206;282110"
"377633;88;282110"
"418327;857;282111"
"53508;42182;282111"
"200907;8021;282111"
"164136;88;282111"
"68285;88;282111"
"277764;36055;282111"
"24887;677;282111"
"399362;4893;282111"
"208060;10914;282111"
"194708;2567;282112"
"279641;57543;282112"
"377511;47015;282112"
"329707;88;282112"
"206284;68285;282112"
"266264;27907;282112"
"46871;123147;282112"
"260014;677;282112"
"327216;88;282113"
"291568;3443;282113"
"56022;35843;282113"
"379301;14682;282113"
"155594;3419;282113"
"80239;4535;282113"
"100465;3571;282113"
"212084;88;282113"
"119185;88;282113"
"136725;47692;282113"
"116512;88515;282113"
"46605;1503;282113"
"335212;34574;282114"
"154899;857;282114"
"208201;88;282114"
"195791;8135;282114"
"414115;88;282114"
"85482;88;282114"
"167045;81038;282114"
"258682;5226;282114"
"65553;19913;282114"
"347013;13416;282114"
"17688;689;282114"
"15448;349;282114"
"87474;1402;282114"
"221491;88;282114"
"79084;55965;282115"
"362844;1988;282115"
"71673;71667;282115"
"162127;4893;282115"
"197239;1343;282115"
"137689;857;282115"
"277937;53331;282116"
"453809;225087;282116"
"324485;857;282116"
"68890;3571;282116"
"161830;14454;282116"
"61561;88520;282116"
"121493;6663;282116"
"327196;65301;282116"
"279974;225062;282116"
"134333;35843;282116"
"193262;27738;282116"
"454497;99691;282117"
"232426;8942;282117"
"111076;1343;282117"
"141127;193024;282117"
"382796;4368;282117"
"187431;56968;282117"
"80992;3571;282117"
"111796;31650;282117"
"282792;88;282117"
"239347;8942;282117"
"96067;59985;282118"
"218783;65301;282118"
"363143;88;282118"
"258682;5193;282118"
"44774;35843;282118"
"191924;14454;282118"
"121841;14588;282118"
"329616;58756;282118"
"430430;88;282118"
"103759;122634;282118"
"157233;69744;282118"
"329835;19913;282119"
"16514;6940;282119"
"310157;1276;282119"
"78362;86496;282119"
"85337;1988;282119"
"148357;531;282119"
"245612;4386;282119"
"266781;7675;282119"
"25206;8135;282119"
"66999;35843;282119"
"260171;7533;282119"
"167141;78895;282120"
"141414;689;282120"
"69127;37502;282120"
"292450;4368;282120"
"358538;349;282121"
"257862;88;282121"
"252354;49626;282121"
"151647;14454;282121"
"135154;677;282121"
"192302;14577;282121"
"27694;1276;282121"
"65547;16537;282121"
"355642;22004;282121"
"199565;31650;282122"
"244810;26186;282122"
"357076;8208;282122"
"93879;61287;282122"
"311877;88;282123"
"110480;88;282123"
"22280;88;282123"
"211561;206;282123"
"154900;3629;282123"
"266194;677;282123"
"325463;88;282123"
"179168;193024;282123"
"290606;16358;282124"
"195163;349;282124"
"234802;16188;282124"
"323183;65301;282124"
"278772;65301;282124"
"259225;88;282124"
"57614;349;282124"
"110884;205;282124"
"273653;2567;282124"
"25861;88;282125"
"423156;88;282125"
"184287;14075;282125"
"112857;88;282125"
"202136;21280;282125"
"23060;14124;282125"
"15555;8135;282125"
"181413;88;282125"
"44086;42643;282125"
"86523;689;282126"
"292433;206;282126"
"188095;857;282126"
"151207;1988;282126"
"282424;1276;282126"
"166388;2360;282126"
"141806;408;282126"
"209769;57114;282126"
"67998;88;282126"
"169977;21280;282126"
"195877;159353;282127"
"174403;9968;282127"
"103441;2166;282127"
"357956;677;282127"
"70450;5226;282127"
"46047;1988;282127"
"116158;37532;282127"
"93275;88;282127"
"62174;14075;282127"
"69470;53845;282128"
"344000;40285;282128"
"196357;383;282128"
"415742;37532;282128"
"154900;3629;282128"
"169977;21280;282128"
"381241;6948;282129"
"35729;3998;282129"
"176549;857;282129"
"21476;66854;282129"
"43793;155588;282129"
"77838;8135;282129"
"363733;363734;282129"
"36126;50733;282129"
"49014;689;282129"
"18395;857;282129"
"89340;103523;282129"
"161394;27738;282129"
"307146;3571;282130"
"9950;14454;282130"
"407201;157551;282130"
"164136;88;282130"
"149711;857;282130"
"139690;1270;282130"
"441048;1988;282130"
"107919;35344;282130"
"213165;88;282130"
"315515;101862;282130"
"138080;19913;282131"
"260907;208243;282131"
"445271;301;282131"
"33274;33301;282131"
"299250;3571;282131"
"83356;50928;282131"
"137353;21695;282131"
"227279;17538;282131"
"359391;7533;282131"
"107669;88;282131"
"187330;8942;282131"
"154900;3629;282131"
"41603;857;282132"
"80239;8942;282132"
"172295;9890;282132"
"301643;16783;282132"
"112162;33070;282133"
"319734;88;282133"
"423032;88;282133"
"408991;677;282133"
"415742;37532;282133"
"343533;11346;282133"
"166563;182249;282133"
"111088;4893;282134"
"50943;86496;282134"
"118986;16866;282134"
"311258;2662;282134"
"45057;14454;282134"
"138084;65301;282134"
"118226;88;282134"
"69106;172377;282134"
"7189;7164;282134"
"267451;14584;282134"
"177829;14588;282134"
"441048;1988;282134"
"30955;26201;282135"
"445271;301;282135"
"14003;88;282135"
"378786;7533;282135"
"119268;88;282135"
"7020;14454;282135"
"426369;408;282135"
"98559;3571;282135"
"88355;2567;282135"
"42002;7533;282135"
"254850;88;282135"
"154900;3629;282135"
"114154;88;282136"
"290676;88;282136"
"51620;88;282136"
"255427;73505;282136"
"15448;206;282136"
"80648;88;282136"
"154191;857;282137"
"185715;5280;282137"
"71745;31759;282137"
"408971;19913;282137"
"192136;65301;282137"
"131589;1343;282137"
"293973;149408;282137"
"62110;349;282137"
"268757;88;282137"
"119308;11522;282137"
"129800;37532;282137"
"11011;1270;282137"
"254611;8404;282137"
"45186;15298;282137"
"316689;26186;282138"
"439617;206;282138"
"369570;88;282138"
"252711;26152;282138"
"395966;27738;282138"
"265016;355646;282138"
"336759;88;282138"
"54374;57095;282138"
"29609;8135;282138"
"208241;88;282138"
"31038;206;282138"
"169977;8942;282138"
"245119;689;282139"
"137746;42172;282139"
"3797;97079;282139"
"87619;88;282139"
"97171;1343;282139"
"42173;21280;282139"
"341259;14682;282140"
"126751;7998;282140"
"182058;14577;282140"
"274761;369750;282140"
"235795;88;282140"
"218466;88;282141"
"192341;55951;282141"
"23204;53331;282141"
"294290;341640;282141"
"379282;8942;282141"
"90752;1988;282142"
"404798;37502;282142"
"196856;101034;282142"
"444785;14355;282142"
"80992;4365;282142"
"233427;408;282142"
"386779;4200;282142"
"112373;4535;282142"
"154900;3629;282142"
"355642;21686;282142"
"62195;369971;282142"
"141276;88;282143"
"364837;19913;282143"
"140771;88;282143"
"386984;88;282143"
"332099;88;282144"
"292450;88;282144"
"46605;131393;282144"
"139218;14166;282145"
"25412;857;282145"
"105918;14454;282145"
"10179;5226;282145"
"428889;2662;282146"
"106609;88;282146"
"112465;49408;282146"
"336235;27738;282146"
"217458;26153;282147"
"440724;335819;282147"
"328760;1503;282147"
"223121;77432;282147"
"88355;857;282147"
"103273;3592;282147"
"164732;4693;282147"
"141635;177164;282147"
"86465;14625;282148"
"270804;14454;282148"
"103589;689;282148"
"356610;59945;282148"
"261971;97185;282148"
"264526;7785;282149"
"316689;26186;282149"
"383734;11907;282149"
"219238;88;282149"
"241342;206;282149"
"106536;136383;282149"
"92518;3571;282149"
"418688;13808;282149"
"26520;252833;282149"
"197852;1276;282150"
"382034;14454;282150"
"318764;159353;282150"
"217216;4214;282150"
"138461;37502;282150"
"267451;14572;282150"
"46609;15426;282150"
"259542;88;282151"
"452453;88;282151"
"409384;54039;282151"
"74228;21280;282151"
"8123;349;282151"
"91184;857;282151"
"429086;7219;282151"
"5807;8135;282151"
"219789;73346;282151"
"210029;138;282151"
"337874;7533;282151"
"320401;14615;282152"
"404798;37502;282152"
"50769;32972;282152"
"146606;88;282152"
"145815;689;282152"
"369619;88;282152"
"1276;1988;282152"
"125266;677;282152"
"22486;88;282152"
"48572;857;282152"
"258682;206;282153"
"141117;689;282153"
"76165;88;282153"
"254850;14615;282153"
"369398;677;282153"
"244708;54039;282153"
"139690;32796;282153"
"328674;8942;282154"
"99741;2567;282154"
"444742;5193;282154"
"369701;95905;282154"
"7859;8135;282154"
"105164;52469;282154"
"126751;7998;282154"
"136095;88;282154"
"20016;2165;282155"
"287220;2662;282155"
"282424;1276;282155"
"416099;88;282155"
"210575;27738;282155"
"87619;88;282155"
"62107;62542;282155"
"383274;88;282155"
"6678;69032;282156"
"222368;1503;282156"
"188083;19913;282156"
"53508;19604;282156"
"84163;19604;282156"
"99859;94288;282156"
"165750;702;282156"
"181834;81390;282157"
"171816;4509;282157"
"235237;677;282157"
"143609;980;282157"
"51237;88269;282157"
"352317;19913;282157"
"428589;857;282157"
"142403;8942;282157"
"230465;11714;282157"
"266200;4509;282157"
"294768;14731;282157"
"272584;6948;282158"
"4993;22833;282158"
"26844;8135;282158"
"126751;88;282158"
"227920;7533;282158"
"39949;16527;282158"
"20961;56023;282158"
"264311;31650;282158"
"424619;88;282159"
"111101;88;282159"
"364837;19913;282159"
"245886;25110;282159"
"385900;857;282159"
"98684;88;282159"
"62195;65301;282159"
"88391;3726;282160"
"19879;689;282160"
"58589;88;282160"
"22239;16087;282160"
"108958;21280;282160"
"88053;8135;282160"
"2955;3140;282160"
"207422;11714;282161"
"27311;4368;282161"
"52152;83530;282161"
